,bleu,hypo,ref
293,1.9736053005446961e-78,"['The', 'image', 'features', 'a', 'pair', 'of', 'earrings', 'hanging', 'from', 'a', 'white', 'background', 'The', 'earrings', 'are', 'made', 'of', 'metal', 'and', 'have', 'a', 'unique', 'design', 'resembling', 'a', 'circle', 'with', 'a', 'hole', 'in', 'the', 'center', 'The', 'earrings', 'are', 'suspended', 'from', 'a', 'chain', 'which', 'is', 'hanging', 'from', 'the', 'top', 'of', 'the', 'earrings', 'The', 'overall', 'appearance', 'of', 'the', 'earrings', 'is', 'elegant', 'and', 'eye', 'catching', 's']","[['The', 'photograph', 'depicts', 'a', 'pair', 'of', 'silver', 'dangle', 'earrings', 'against', 'a', 'pure', 'white', 'background', 'Each', 'earring', 'features', 'a', 'semicircular', 'design', 'with', 'a', 'small', 'ring', 'at', 'the', 'top', 'connected', 'by', 'a', 'chain', 'to', 'the', 'earring', 'hook', 'and', 'adorned', 'with', 'multiple', 'spherical', 'studs', 'across', 'the', 'semicircle']]"
294,2.6630668703933735e-155,"['The', 'image', 'features', 'a', 'computer', 'screen', 'with', 'a', 'small', 'business', 'Saturday', 'advertisement', 'displayed', 'prominently', 'The', 'advertisement', 'is', 'placed', 'in', 'the', 'center', 'of', 'the', 'screen', 'surrounded', 'by', 'various', 'other', 'elements', 'There', 'are', 'several', 'cups', 'scattered', 'around', 'the', 'screen', 'with', 'some', 'located', 'near', 'the', 'top', 'left', 'corner', 'others', 'in', 'the', 'middle', 'and', 'a', 'few', 'more', 'towards', 'the', 'bottom', 'right', 'corner', 'A', 'bowl', 'can', 'be', 'seen', 'in', 'the', 'top', 'right', 'corner', 'of', 'the', 'screen', 'and', 'a', 'spoon', 'is', 'placed', 'near', 'the', 'center', 'of', 'the', 'screen', 'In', 'addition', 'to', 'the', 'cups', 'and', 'bowl', 'there', 'are', 'two', 'clocks', 'visible', 'on', 'the', 'screen', 'one', 'in', 'the', 'top', 'left', 'corner', 'and', 'the', 'other', 'in', 'the', 'top', 'right', 'corner', 'The', 'presence', 'of', 'these', 'objects', 'adds', 'to', 'the', 'overall', 'visual', 'appeal', 'of', 'the', 'advertisement', 's']","[['In', 'this', 'screenshot', 'we', 'see', 'a', 'digital', 'graphic', 'design', 'tool', 'with', 'an', 'open', 'project', 'The', 'canvas', 'displays', 'a', 'promotional', 'image', 'with', 'text', 'Small', 'Business', 'Saturday', 'over', 'an', 'unfocused', 'background', 'showing', 'hands', 'shaping', 'clay', 'on', 'a', 'potter', 's', 'wheel', 'The', 'user', 'interface', 'around', 'the', 'canvas', 'includes', 'various', 'editing', 'tools', 'and', 'menus']]"
295,4.38875940887754e-155,"['The', 'image', 'depicts', 'a', 'city', 'skyline', 'with', 'a', 'hazy', 'foggy', 'atmosphere', 'The', 'buildings', 'are', 'visible', 'but', 'the', 'overall', 'scene', 'appears', 'to', 'be', 'somewhat', 'obscured', 'by', 'the', 'fog', 'There', 'are', 'several', 'birds', 'flying', 'in', 'the', 'sky', 'adding', 'a', 'sense', 'of', 'liveliness', 'to', 'the', 'scene', 'The', 'birds', 'are', 'scattered', 'throughout', 'the', 'sky', 'with', 'some', 'flying', 'closer', 'to', 'the', 'buildings', 'and', 'others', 'further', 'away', 'The', 'combination', 'of', 'the', 'foggy', 'sky', 'and', 'the', 'birds', 'in', 'flight', 'creates', 'a', 'serene', 'and', 'somewhat', 'mysterious', 'atmosphere', 'in', 'the', 'cityscape', 's']","[['This', 'photograph', 'shows', 'a', 'cityscape', 'obscured', 'by', 'thick', 'smog', 'with', 'only', 'the', 'silhouettes', 'of', 'skyscrapers', 'vaguely', 'visible', 'amidst', 'an', 'orange', 'tinted', 'haze', 'The', 'reduced', 'visibility', 'indicates', 'severe', 'air', 'pollution', 'and', 'the', 'bottom', 'right', 'corner', 'of', 'the', 'image', 'includes', 'the', 'watermark', 'TOI', 'suggesting', 'it', 's', 'from', 'a', 'publication']]"
296,1.4823880291119467e-78,"['The', 'image', 'features', 'a', 'poster', 'advertising', 'machine', 'embroidery', 'supplies', 'specifically', 'focusing', 'on', 'the', 'Hunny', 'Harvesters', 'collection', 'The', 'poster', 'is', 'divided', 'into', 'two', 'sections', 'with', 'the', 'top', 'section', 'showcasing', 'the', 'various', 'machine', 'embroidery', 'specs', 'such', 'as', 'the', 'size', 'weight', 'and', 'dimensions', 'of', 'the', 'products', 'The', 'bottom', 'section', 'displays', 'the', 'hundred', 'acre', 'words', 'which', 'are', 'likely', 'related', 'to', 'the', 'theme', 'of', 'the', 'collection', 'The', 'poster', 'is', 'designed', 'to', 'be', 'visually', 'appealing', 'with', 'a', 'combination', 'of', 'black', 'and', 'white', 'elements', 'and', 'a', 'touch', 'of', 'red', 'The', 'overall', 'layout', 'and', 'design', 'of', 'the', 'poster', 'make', 'it', 'an', 'attractive', 'advertisement', 'for', 'the', 'machine', 'embroidery', 'supplies', 's']","[['The', 'image', 'is', 'a', 'digital', 'graphic', 'of', 'a', 'machine', 'embroidery', 'specification', 'sheet', 'detailing', 'stitch', 'count', 'size', 'and', 'thread', 'color', 'for', 'an', 'embroidery', 'design', 'titled', 'The', 'Telltale', 'Moon', 'by', 'Hunny', 'Harvesters', 'The', 'sheet', 'is', 'predominantly', 'white', 'with', 'the', 'text', 'in', 'a', 'mixture', 'of', 'black', 'and', 'red', 'A', 'stylized', 'crow', 'sits', 'at', 'the', 'bottom', 'left', 'Diagonal', 'brush', 'strokes', 'in', 'a', 'grayscale', 'palette', 'create', 'a', 'dynamic', 'background', 'the', 'top', 'half']]"
297,4.842967876203676e-155,"['The', 'image', 'features', 'a', 'smartphone', 'placed', 'on', 'a', 'white', 'surface', 'with', 'a', 'pair', 'of', 'hearing', 'aids', 'sitting', 'next', 'to', 'it', 'The', 'phone', 'is', 'positioned', 'on', 'the', 'left', 'side', 'of', 'the', 'image', 'while', 'the', 'hearing', 'aids', 'are', 'on', 'the', 'right', 'side', 'The', 'phone', 'is', 'open', 'displaying', 'a', 'screen', 'with', 'a', 'green', 'call', 'button', 'indicating', 'that', 'it', 'is', 'ready', 'to', 'receive', 'a', 'call', 'The', 'hearing', 'aids', 'are', 'designed', 'to', 'help', 'individuals', 'with', 'hearing', 'impairments', 'providing', 'them', 'with', 'better', 'sound', 'quality', 'and', 'clarity', 's']","[['A', 'photograph', 'depicts', 'a', 'black', 'smartphone', 'with', 'a', 'call', 'interface', 'onscreen', 'lying', 'flat', 'against', 'a', 'white', 'background', 'Two', 'hearing', 'aids', 'one', 'red', 'and', 'the', 'other', 'silver', 'are', 'placed', 'beside', 'the', 'phone', 'indicating', 'compatibility', 'or', 'connectivity', 'features', 'between', 'the', 'devices']]"
298,4.487729281078861e-155,"['The', 'image', 'features', 'a', 'pair', 'of', 'silver', 'door', 'handles', 'or', 'door', 'knobs', 'which', 'are', 'mounted', 'on', 'a', 'white', 'wall', 'The', 'handles', 'are', 'positioned', 'side', 'by', 'side', 'with', 'one', 'handle', 'slightly', 'higher', 'than', 'the', 'other', 'The', 'handles', 'are', 'made', 'of', 'metal', 'and', 'have', 'a', 'sleek', 'modern', 'design', 'The', 'white', 'wall', 'provides', 'a', 'clean', 'and', 'uncluttered', 'backdrop', 'for', 'the', 'handles', 'emphasizing', 'their', 'elegant', 'appearance', 's']","[['A', 'digital', 'rendering', 'shows', 'two', 'sleek', 'metal', 'cabinet', 'handles', 'against', 'a', 'white', 'background', 'Each', 'handle', 'is', 'cylindrical', 'with', 'a', 'matte', 'silver', 'finish', 'and', 'mounts', 'using', 'two', 'cylindrical', 'pegs', 'visualizing', 'a', 'minimalistic', 'and', 'modern', 'design', 'suitable', 'for', 'kitchen', 'or', 'furniture', 'cabinetry']]"
299,4.56756108714568e-155,"['The', 'image', 'features', 'a', 'white', 'futuristic', 'looking', 'chair', 'with', 'a', 'large', 'computer', 'monitor', 'mounted', 'on', 'the', 'back', 'of', 'it', 'The', 'chair', 'is', 'designed', 'to', 'be', 'a', 'comfortable', 'workspace', 'with', 'a', 'built', 'in', 'computer', 'setup', 'that', 'allows', 'the', 'user', 'to', 'work', 'while', 'seated', 'In', 'addition', 'to', 'the', 'main', 'chair', 'there', 'are', 'two', 'other', 'chairs', 'in', 'the', 'scene', 'one', 'located', 'on', 'the', 'left', 'side', 'and', 'the', 'other', 'on', 'the', 'right', 'side', 'The', 'chairs', 'are', 'positioned', 'in', 'a', 'way', 'that', 'they', 'appear', 'to', 'be', 'part', 'of', 'a', 'larger', 'workspace', 'or', 'a', 'collaborative', 'environment', 's']","[['This', 'is', 'a', 'photograph', 'of', 'a', 'modern', 'sleek', 'dental', 'chair', 'setup', 'The', 'chair', 'and', 'equipment', 'are', 'predominantly', 'white', 'with', 'some', 'black', 'accents', 'suggesting', 'a', 'contemporary', 'and', 'clean', 'design', 'It', 'features', 'an', 'overhead', 'curved', 'lamp', 'structure', 'and', 'various', 'adjustable', 'support', 'parts', 'including', 'armrests', 'and', 'a', 'headrest', 'Positioned', 'within', 'a', 'room', 'with', 'dark', 'wood', 'flooring', 'and', 'a', 'neutrally', 'painted', 'wall', 'in', 'the', 'background', 'the', 'chair', 'stands', 'in', 'sharp', 'contrast', 'to', 'its', 'surroundings']]"
300,4.947060519478853e-155,"['The', 'image', 'features', 'a', 'large', 'black', 'wicker', 'basket', 'filled', 'with', 'a', 'variety', 'of', 'snacks', 'and', 'food', 'items', 'The', 'basket', 'is', 'placed', 'on', 'a', 'grassy', 'surface', 'creating', 'a', 'pleasant', 'outdoor', 'setting', 'Inside', 'the', 'basket', 'there', 'are', 'several', 'boxes', 'of', 'snacks', 'including', 'a', 'mix', 'of', 'fruits', 'and', 'candies', 'There', 'are', 'multiple', 'apples', 'scattered', 'throughout', 'the', 'basket', 'with', 'some', 'placed', 'closer', 'to', 'the', 'top', 'and', 'others', 'near', 'the', 'bottom', 'Additionally', 'there', 'are', 'a', 'few', 'oranges', 'and', 'bananas', 'adding', 'to', 'the', 'assortment', 'of', 'fruits', 'The', 'basket', 'also', 'contains', 'a', 'few', 'candy', 'boxes', 'making', 'it', 'a', 'diverse', 'and', 'colorful', 'collection', 'of', 'snacks', 's']","[['A', 'photograph', 'captures', 'a', 'plastic', 'gray', 'storage', 'bin', 'on', 'grass', 'filled', 'with', 'an', 'assortment', 'of', 'children', 's', 'snacks', 'and', 'juices', 'The', 'items', 'include', 'boxes', 'of', 'organic', 'fruit', 'snacks', 'and', 'juice', 'pouches', 'with', 'colorful', 'packaging', 'featuring', 'images', 'of', 'fruits', 'A', 'watermark', 'text', 'IsSheReally', 'com', 'overlays', 'the', 'image', 'most', 'likely', 'indicating', 'ownership', 'or', 'source', 'of', 'the', 'image']]"
301,0.07915816609345042,"['The', 'image', 'features', 'a', 'pair', 'of', 'camouflage', 'shorts', 'with', 'a', 'black', 'and', 'white', 'design', 'The', 'shorts', 'are', 'made', 'of', 'a', 'lightweight', 'material', 'making', 'them', 'suitable', 'for', 'warm', 'weather', 'The', 'camouflage', 'pattern', 'is', 'visible', 'on', 'the', 'shorts', 'adding', 'a', 'unique', 'and', 'stylish', 'touch', 'to', 'the', 'overall', 'appearance', 'The', 'shorts', 'are', 'positioned', 'in', 'the', 'center', 'of', 'the', 'image', 'with', 'the', 'pattern', 'clearly', 'visible', 'and', 'covering', 'the', 'majority', 'of', 'the', 'shorts', 'surface', 's']","[['A', 'product', 'image', 'displays', 'a', 'pair', 'of', 'men', 's', 'board', 'shorts', 'in', 'a', 'camouflage', 'pattern', 'consisting', 'of', 'shades', 'of', 'green', 'brown', 'and', 'black', 'They', 'have', 'a', 'drawstring', 'waist', 'and', 'appear', 'to', 'be', 'made', 'of', 'a', 'lightweight', 'possibly', 'quick', 'dry', 'fabric', 'The', 'background', 'is', 'plain', 'white', 'focusing', 'attention', 'on', 'the', 'shorts']]"
302,4.702820803836839e-155,"['The', 'image', 'features', 'a', 'group', 'of', 'three', 'women', 'sitting', 'around', 'a', 'dining', 'table', 'engaged', 'in', 'a', 'friendly', 'conversation', 'They', 'are', 'smiling', 'and', 'shaking', 'hands', 'creating', 'a', 'warm', 'and', 'welcoming', 'atmosphere', 'The', 'table', 'is', 'set', 'with', 'various', 'items', 'including', 'a', 'laptop', 'a', 'cup', 'a', 'cell', 'phone', 'and', 'a', 'potted', 'plant', 'The', 'laptop', 'is', 'placed', 'towards', 'the', 'right', 'side', 'of', 'the', 'table', 'while', 'the', 'cell', 'phone', 'is', 'located', 'closer', 'to', 'the', 'center', 'The', 'cup', 'is', 'situated', 'near', 'the', 'left', 'side', 'of', 'the', 'table', 'and', 'the', 'potted', 'plant', 'is', 'positioned', 'on', 'the', 'left', 'side', 'of', 'the', 'table', 'as', 'well', 's']","[['The', 'image', 'is', 'a', 'photograph', 'capturing', 'a', 'cheerful', 'interaction', 'between', 'two', 'women', 'in', 'an', 'office', 'setting', 'The', 'woman', 'in', 'the', 'foreground', 'wears', 'a', 'light', 'gray', 'hijab', 'and', 'is', 'smiling', 'broadly', 'making', 'eye', 'contact', 'and', 'a', 'fist', 'bump', 'gesture', 'with', 'someone', 'outside', 'the', 'frame', 'Another', 'woman', 'possibly', 'a', 'colleague', 'sits', 'beside', 'her', 'with', 'a', 'laptop', 'smiling', 'and', 'witnessing', 'the', 'interaction', 'The', 'office', 'appears', 'modern', 'with', 'ample', 'natural', 'light']]"
303,0.04363319052765583,"['The', 'image', 'features', 'a', 'black', 'exercise', 'bike', 'with', 'a', 'large', 'screen', 'in', 'front', 'of', 'it', 'likely', 'displaying', 'information', 'about', 'the', 'user', 's', 'workout', 'The', 'bike', 'is', 'placed', 'on', 'a', 'wooden', 'floor', 'and', 'it', 'appears', 'to', 'be', 'a', 'stationary', 'bike', 'as', 'it', 'is', 'not', 'connected', 'to', 'any', 'power', 'source', 'In', 'the', 'background', 'there', 'is', 'a', 'fireplace', 'adding', 'warmth', 'and', 'ambiance', 'to', 'the', 'scene', 'A', 'chair', 'can', 'be', 'seen', 'nearby', 'possibly', 'for', 'the', 'user', 'to', 'sit', 'on', 'while', 'using', 'the', 'exercise', 'bike', 'Additionally', 'there', 'are', 'two', 'bicycles', 'in', 'the', 'background', 'one', 'on', 'the', 'left', 'side', 'and', 'the', 'other', 'on', 'the', 'right', 'side', 'of', 'the', 'image', 's']","[['Photograph', 'of', 'a', 'modern', 'indoor', 'stationary', 'bike', 'trainer', 'by', 'Wahoo', 'with', 'a', 'black', 'base', 'featuring', 'orange', 'accents', 'The', 'bike', 'trainer', 'has', 'a', 'sleek', 'design', 'with', 'a', 'resistance', 'unit', 'near', 'the', 'rear', 'wheel', 'stand', 'and', 'an', 'adjustable', 'tablet', 'holder', 'at', 'the', 'front', 'It', 's', 'on', 'a', 'wooden', 'floor', 'with', 'a', 'stone', 'fireplace', 'and', 'a', 'mounted', 'road', 'bicycle', 'in', 'the', 'blurred', 'background']]"
304,1.937885551158864e-78,"['The', 'image', 'features', 'a', 'casino', 'setting', 'with', 'three', 'slot', 'machines', 'lined', 'up', 'next', 'to', 'each', 'other', 'The', 'slot', 'machines', 'are', 'illuminated', 'drawing', 'attention', 'to', 'their', 'bright', 'lights', 'Each', 'machine', 'has', 'a', 'chair', 'positioned', 'in', 'front', 'of', 'it', 'inviting', 'players', 'to', 'sit', 'and', 'enjoy', 'the', 'gaming', 'experience', 'In', 'addition', 'to', 'the', 'slot', 'machines', 'there', 'are', 'two', 'dining', 'tables', 'in', 'the', 'scene', 'one', 'located', 'near', 'the', 'left', 'side', 'of', 'the', 'image', 'and', 'the', 'other', 'towards', 'the', 'right', 'side', 'A', 'car', 'can', 'also', 'be', 'seen', 'in', 'the', 'background', 'adding', 'to', 'the', 'casino', 'atmosphere', 's']","[['Photo', 'of', 'three', 'slot', 'machines', 'in', 'a', 'casino', 'setting', 'each', 'displaying', 'colorful', 'and', 'illuminated', 'screens', 'with', 'various', 'symbols', 'such', 'as', 'fruits', 'and', 'numbers', 'There', 's', 'a', 'warm', 'ambiance', 'with', 'low', 'lighting', 'Round', 'stools', 'await', 'players', 'in', 'front', 'of', 'the', 'machines', 'which', 'are', 'adorned', 'with', 'vivid', 'graphics', 'and', 'neon', 'outlines']]"
305,0.07688340209541918,"['The', 'image', 'features', 'a', 'blue', 'bowling', 'ball', 'sitting', 'on', 'a', 'wooden', 'table', 'The', 'bowling', 'ball', 'is', 'placed', 'in', 'a', 'bowling', 'ball', 'holder', 'which', 'is', 'designed', 'to', 'hold', 'the', 'ball', 'securely', 'and', 'make', 'it', 'easy', 'to', 'transport', 'The', 'holder', 'is', 'specifically', 'designed', 'for', 'use', 'with', 'the', 'Nintendo', 'Wii', 'allowing', 'for', 'a', 'fun', 'and', 'interactive', 'gaming', 'experience', 's']","[['A', 'photograph', 'of', 'a', 'product', 'box', 'for', 'a', 'Wii', 'compatible', 'accessory', 'a', 'blue', 'bowling', 'ball', 'with', 'a', 'locking', 'wrist', 'strap', 'designed', 'to', 'enhance', 'video', 'gaming', 'experience', 'The', 'packaging', 'is', 'predominantly', 'white', 'with', 'a', 'picture', 'of', 'the', 'bowling', 'ball', 'and', 'graphics', 'illustrating', 'its', 'use', 'setup', 'atop', 'a', 'light', 'wooden', 'surface']]"
306,1.7497944691934348e-78,"['The', 'image', 'features', 'a', 'bottle', 'of', 'foundation', 'likely', 'a', 'beige', 'or', 'light', 'brown', 'shade', 'sitting', 'on', 'a', 'table', 'The', 'bottle', 'is', 'placed', 'in', 'the', 'center', 'of', 'the', 'scene', 'and', 'it', 'appears', 'to', 'be', 'a', 'close', 'up', 'shot', 'of', 'the', 'product', 'The', 'background', 'is', 'a', 'simple', 'white', 'wall', 'which', 'provides', 'a', 'clean', 'and', 'minimalistic', 'backdrop', 'for', 'the', 'product', 's']","[['Image', 'of', 'a', 'bottle', 'of', 'Fenty', 'Beauty', 'foundation', 'standing', 'on', 'a', 'white', 'background', 'The', 'design', 'is', 'minimalist', 'with', 'a', 'matte', 'frosted', 'glass', 'body', 'and', 'a', 'white', 'cap', 'The', 'label', 'text', 'is', 'in', 'a', 'subtle', 'contrasting', 'hue', 'featuring', 'the', 'brand', 'name', 'and', 'product', 'information', 'The', 'foundation', 'shade', 'appears', 'as', 'a', 'warm', 'and', 'natural', 'tone', 'through', 'the', 'glass']]"
307,3.5694167382173814e-155,"['The', 'image', 'features', 'a', 'close', 'up', 'of', 'a', 'cell', 'phone', 'case', 'showcasing', 'its', 'protective', 'cover', 'The', 'case', 'is', 'made', 'of', 'a', 'clear', 'plastic', 'material', 'allowing', 'the', 'phone', 's', 'design', 'to', 'be', 'visible', 'The', 'cell', 'phone', 'is', 'placed', 'inside', 'the', 'case', 'which', 'is', 'designed', 'to', 'fit', 'the', 'device', 'snugly', 'The', 'case', 'is', 'black', 'in', 'color', 'providing', 'a', 'sleek', 'and', 'modern', 'appearance', 's']","[['This', 'is', 'a', 'photograph', 'of', 'three', 'stacked', 'transparent', 'smartphone', 'cases', 'made', 'of', 'durable', 'material', 'possibly', 'with', 'reinforced', 'corners', 'for', 'extra', 'protection', 'against', 'drops', 'The', 'top', 'case', 'has', 'an', 'opening', 'with', 'a', 'black', 'wire', 'looped', 'through', 'it', 'suggesting', 'a', 'place', 'to', 'attach', 'wrist', 'straps', 'or', 'charms']]"
308,0.08815615821844434,"['The', 'image', 'features', 'a', 'delicious', 'bundt', 'cake', 'with', 'a', 'lime', 'rum', 'syrup', 'served', 'on', 'a', 'white', 'plate', 'The', 'cake', 'is', 'placed', 'on', 'a', 'dining', 'table', 'and', 'a', 'fork', 'is', 'resting', 'on', 'the', 'plate', 'ready', 'to', 'be', 'used', 'The', 'cake', 'appears', 'to', 'be', 'a', 'key', 'lime', 'bundt', 'cake', 'which', 'is', 'a', 'popular', 'dessert', 'choice', 'In', 'addition', 'to', 'the', 'cake', 'there', 'are', 'a', 'few', 'other', 'items', 'on', 'the', 'table', 'A', 'cup', 'can', 'be', 'seen', 'on', 'the', 'left', 'side', 'of', 'the', 'table', 'and', 'a', 'bowl', 'is', 'located', 'near', 'the', 'top', 'right', 'corner', 'There', 'are', 'also', 'two', 'apples', 'one', 'on', 'the', 'left', 'side', 'and', 'another', 'on', 'the', 'right', 'side', 'of', 'the', 'table', 's']","[['A', 'digital', 'image', 'reminiscent', 'of', 'a', 'food', 'blog', 'entry', 'shows', 'a', 'slice', 'of', 'Key', 'Lime', 'Bundt', 'Cake', 'with', 'lime', 'rum', 'syrup', 'on', 'a', 'white', 'plate', 'The', 'cake', 'is', 'golden', 'brown', 'with', 'a', 'moist', 'texture', 'and', 'the', 'background', 'features', 'a', 'hint', 'of', 'the', 'full', 'cake', 'and', 'a', 'sliced', 'lime', 'with', 'text', 'overlaid', 'describing', 'the', 'dish']]"
309,1.611732906070484e-78,"['The', 'image', 'features', 'a', 'silver', 'metal', 'connector', 'likely', 'a', 'pipe', 'fitting', 'or', 'a', 'pipe', 'connector', 'sitting', 'on', 'a', 'white', 'background', 'The', 'connector', 'is', 'made', 'of', 'metal', 'and', 'has', 'a', 'silver', 'finish', 'It', 'appears', 'to', 'be', 'a', 'piece', 'of', 'pipe', 'or', 'a', 'connector', 'for', 'a', 'pipe', 'possibly', 'used', 'for', 'plumbing', 'or', 'other', 'industrial', 'purposes', 'The', 'connector', 'is', 'positioned', 'in', 'the', 'center', 'of', 'the', 'image', 'occupying', 'a', 'significant', 'portion', 'of', 'the', 'frame', 's']","[['This', 'is', 'a', 'close', 'up', 'photo', 'of', 'a', 'metallic', 'coaxial', 'cable', 'adapter', 'which', 'features', 'a', 'male', 'connector', 'on', 'one', 'end', 'and', 'a', 'female', 'connector', 'on', 'the', 'other', 'The', 'adapter', 'has', 'a', 'hexagonal', 'shape', 'in', 'the', 'center', 'for', 'tightening', 'it', 'with', 'a', 'tool', 'and', 'it', 'appears', 'silver', 'or', 'chrome', 'in', 'color', 'with', 'a', 'smooth', 'finish']]"
310,1.7389121134625858e-78,"['The', 'image', 'features', 'a', 'tent', 'set', 'up', 'on', 'a', 'wooden', 'deck', 'near', 'a', 'body', 'of', 'water', 'possibly', 'a', 'lake', 'or', 'a', 'river', 'The', 'tent', 'is', 'surrounded', 'by', 'a', 'beautiful', 'night', 'sky', 'with', 'the', 'stars', 'shining', 'brightly', 'The', 'tent', 'is', 'positioned', 'close', 'to', 'the', 'water', 'providing', 'a', 'serene', 'and', 'peaceful', 'atmosphere', 'In', 'the', 'scene', 'there', 'are', 'two', 'people', 'standing', 'near', 'the', 'tent', 'possibly', 'enjoying', 'the', 'view', 'or', 'preparing', 'for', 'a', 'night', 'of', 'camping', 'The', 'overall', 'setting', 'appears', 'to', 'be', 'a', 'perfect', 'spot', 'for', 'a', 'relaxing', 'and', 'memorable', 'outdoor', 'experience', 's']","[['A', 'nighttime', 'photograph', 'captures', 'a', 'camping', 'scene', 'with', 'a', 'tent', 'set', 'against', 'a', 'backdrop', 'of', 'a', 'starry', 'sky', 'and', 'a', 'calm', 'body', 'of', 'water', 'The', 'tent', 'has', 'a', 'transparent', 'section', 'through', 'which', 'interior', 'lights', 'are', 'visible', 'illuminating', 'the', 'inside', 'The', 'shores', 'of', 'the', 'lake', 'and', 'the', 'horizon', 'are', 'faintly', 'visible', 'marking', 'the', 'boundary', 'between', 'water', 'and', 'sky']]"
311,4.66972310469834e-155,"['The', 'image', 'features', 'a', 'close', 'up', 'of', 'a', 'purple', 'bottle', 'of', 'GK', 'Leave', 'In', 'Treatment', 'Bombshell', 'Cream', 'The', 'bottle', 'is', 'placed', 'on', 'a', 'white', 'background', 'drawing', 'attention', 'to', 'its', 'vibrant', 'color', 'The', 'bottle', 'is', 'filled', 'with', 'the', 'cream', 'ready', 'to', 'be', 'used', 'for', 'hair', 'care', 'The', 'bottle', 's', 'design', 'and', 'color', 'make', 'it', 'an', 'attractive', 'and', 'eye', 'catching', 'product', 's']","[['Photograph', 'of', 'a', 'cylindrical', 'hair', 'product', 'container', 'It', 'has', 'a', 'matte', 'metallic', 'purple', 'body', 'with', 'a', 'golden', 'band', 'and', 'clear', 'cap', 'on', 'top', 'The', 'product', 'label', 'includes', 'GK', 'Hair', 'in', 'bold', 'white', 'text', 'with', 'LEAVE', 'IN', 'BOMBSHELL', 'CREAM', 'below', 'in', 'smaller', 'text', 'A', 'white', 'leaf', 'icon', 'is', 'also', 'visible', 'below', 'the', 'text', 'The', 'container', 'stands', 'against', 'a', 'pure', 'white', 'background']]"
312,0.06257272008757943,"['The', 'image', 'features', 'a', 'close', 'up', 'of', 'a', 'blue', 'helmet', 'with', 'a', 'white', 'stripe', 'likely', 'a', 'snowboarding', 'helmet', 'The', 'helmet', 'is', 'designed', 'to', 'protect', 'the', 'wearer', 'from', 'potential', 'head', 'injuries', 'during', 'snowboarding', 'or', 'other', 'winter', 'sports', 'The', 'helmet', 'is', 'positioned', 'in', 'the', 'center', 'of', 'the', 'image', 'with', 'the', 'blue', 'and', 'white', 'colors', 'creating', 'a', 'striking', 'contrast', 'against', 'the', 'white', 'background', 's']","[['Photograph', 'of', 'a', 'ski', 'helmet', 'The', 'helmet', 'is', 'matte', 'mint', 'green', 'with', 'black', 'features', 'including', 'ear', 'coverings', 'adjustable', 'chin', 'strap', 'and', 'ventilation', 'holes', 'on', 'top', 'A', 'black', 'diamond', 'shaped', 'logo', 'adorns', 'the', 'front', 'and', 'there', 's', 'foam', 'padding', 'visible', 'inside', 'It', 's', 'showcased', 'from', 'a', 'front', 'perspective', 'on', 'a', 'white', 'background']]"
313,3.868538796375514e-155,"['The', 'image', 'showcases', 'a', 'blue', 'and', 'white', 'background', 'with', 'a', 'large', 'colorful', 'water', 'drop', 'The', 'water', 'drop', 'is', 'the', 'main', 'focus', 'of', 'the', 'image', 'and', 'it', 'appears', 'to', 'be', 'a', 'part', 'of', 'a', 'larger', 'water', 'themed', 'design', 'The', 'water', 'drop', 'is', 'surrounded', 'by', 'a', 'few', 'smaller', 'droplets', 'adding', 'to', 'the', 'overall', 'visual', 'appeal', 'of', 'the', 'scene', 's']","[['Digital', 'image', 'likely', 'meant', 'for', 'social', 'media', 'featuring', 'a', 'light', 'blue', 'watercolor', 'effect', 'background', 'with', 'white', 'and', 'darker', 'blue', 'wave', 'like', 'patterns', 'Centered', 'text', 'states', 'AUTO', 'FILL', 'FIELDS', 'WITH', 'DATA', 'FROM', 'A', 'LOOKUP', 'MODULE', 'IN', 'ZOHO', 'CRM', 'in', 'various', 'shades', 'of', 'blue', 'A', 'logo', 'with', 'a', 'globe', 'and', 'three', 'swooshes', 'indicating', 'WES', 'and', 'badges', 'for', 'Premium', 'Partner', 'and', 'others', 'are', 'at', 'the', 'bottom']]"
314,4.15779844230968e-155,"['The', 'image', 'features', 'a', 'white', 'device', 'with', 'a', 'blue', 'and', 'purple', 'logo', 'sitting', 'on', 'top', 'of', 'a', 'piece', 'of', 'cloth', 'The', 'device', 'appears', 'to', 'be', 'a', 'small', 'electronic', 'device', 'possibly', 'a', 'computer', 'or', 'a', 'gaming', 'console', 'The', 'cloth', 'underneath', 'the', 'device', 'is', 'folded', 'giving', 'it', 'a', 'slightly', 'crumpled', 'appearance', 'The', 'device', 'is', 'connected', 'to', 'a', 'wire', 'which', 'is', 'plugged', 'into', 'the', 'cloth', 'suggesting', 'that', 'it', 'is', 'being', 'charged', 'or', 'powered', 's']","[['Photograph', 'of', 'an', 'air', 'purification', 'device', 'The', 'triangular', 'wall', 'mounted', 'unit', 'has', 'a', 'glossy', 'white', 'exterior', 'with', 'a', 'vent', 'pattern', 'REME', 'HALO', 'is', 'written', 'in', 'purple', 'on', 'a', 'dark', 'label', 'A', 'black', 'cord', 'protrudes', 'from', 'its', 'bottom', 'right', 'corner', 'On', 'the', 'cream', 'wall', 'handwritten', 'text', 'reads', '27', 'with', 'an', 'arrow', 'pointing', 'towards', 'the', 'device', 'likely', 'indicating', 'measurement', 'or', 'placement']]"
